,ACCT_ID_M,PREMISE_POSTCODE
2193882,12520465,3156
1504498,23545439,3030
1473819,9640691,3076
1953793,18336917,3000
1055410,12050881,3750
2111547,24761283,3922
1238164,1563925,3175
304378,13550829,4500
832544,8198541,2086
1888280,8751775,2159
1564644,8539919,2256
1810955,841933,2750
2064932,2740357,2138
1943687,2212857,2259
886712,14865607,3922
462145,25417461,2036
626791,25450917,4211
2031252,4690505,2577
915851,2080533,2036
731461,18184921,2300
954508,23105081,2060
2194814,21591589,3226
864030,24274143,2010
2168596,24472401,3070
420396,4504097,3059
1020477,1549741,3074
1594556,21828519,2015
985681,3554361,2620
1347304,9821931,2074
759650,18212891,3810
1916282,21613071,2160
228368,9826869,3660
923266,3997945,5109
2189170,4240195,2111
415738,17203315,2340
1920037,9117747,2329
917225,24937977,3427
2066819,17162535,2196
603412,22420407,2008
2216483,5495921,2140
1261967,15843029,2035
2341832,3118179,3678
1609441,10677027,2228
2138920,18025373,3851
2204130,23125903,2103
264585,21630803,3029
1693594,9055117,4552
1077995,7312207,2154
2168885,25397777,3338
1795575,21386093,2761
1903945,21542141,2134
303206,11168725,5168
954747,25219997,4161
663512,23391843,2460
1647782,21185629,2221
859508,3423455,3138
214298,16077051,3630
1532682,21071401,4076
1193453,24243811,2075
1268450,25269087,3136
1740054,5189401,3152
691218,21150071,2000
945969,5937069,3944
2250777,15983205,3169
69179,13363307,3072
311681,25400351,5168
820140,2454047,2040
221129,23435347,2250
580984,22698557,2250
1727783,24427259,3060
1706963,25173301,2214
1291835,14450037,3523
127009,7970205,2016
1715577,21252599,3636
1796265,16801491,4011
1912932,25552777,3071
910564,2283383,3765
1213074,24444011,3156
1321684,25199047,2099
2339287,7106999,5082
351974,24514115,2795
1970063,15786673,2000
1664391,6070749,2566
1062299,12238169,3155
979199,21648261,2099
92896,23732685,2287
600252,10869553,2195
617415,3143751,3977
205798,25156053,2528
2215540,11657565,2320
636764,6716585,2019
90568,8257659,3178
1280362,21163143,2154
1366547,2341467,4068
1683898,21504687,3046
1430930,24390201,2478
2181442,19832889,2127
576475,3910487,2261
1126474,21746261,2065
1909485,23083497,3202
373917,6417901,3280
1419734,15427675,2207
592463,4695335,2040
36925,22452567,3154
597802,17373627,2330
1313070,1454791,2134
1316038,21829953,3219
1452700,24985457,2042
1128663,14312133,3140
1226720,3780947,3093
224348,22824079,2557
315578,25121389,2261
1625041,22215559,2019
1613156,22260155,2760
2239616,24303095,2287
1255039,21278243,3064
1879878,21419997,2340
861586,12704659,2211
1996322,8480773,3030
1176422,24038319,3051
708414,11619077,3880
1570195,7721567,2073
2182662,13417859,2261
890561,17711137,3825
331621,23401279,5159
1315338,20884967,2290
1285626,24671107,3113
1994758,6820243,3095
1845695,14482655,3169
92305,24057539,2914
1057462,19252913,4217
483270,2229329,2130
1418592,22376695,3163
1033063,20890877,2153
1653782,24499295,2028
1962962,24900127,2152
1384251,15836885,3152
1233878,1003957,3844
45265,530133,3056
883785,25524529,2481
1545961,22662927,3936
1486826,18532571,3178
2115745,6186769,2260
96712,25609785,2073
605302,25289507,2745
1536694,3209501,5108
738675,24768591,3024
981376,5999215,2282
2148434,22929927,2154
501057,4472059,4211
299235,12881217,2285
2284084,10728617,2170
1015007,3222329,4075
1712384,18102251,3166
126638,8040813,3088
210546,7267415,2756
1290981,21772371,2034
1914351,13040663,3116
1712706,7784645,3044
1032446,24094691,3186
1851532,1879435,2315
1786192,18037965,2769
1418478,17077387,5016
1234751,13206967,3084
334502,23624655,2250
703622,2876207,2259
459030,24667617,2110
1579429,24601821,3030
172625,8456137,3088
2330384,25437649,2113
1292283,11910821,3074
2296796,23098893,3182
2056396,24302099,2119
2040771,24176381,3165
1894198,25271099,2142
988777,6938841,3058
2123503,16140337,2131
1914710,20996175,3429
1910126,25528459,2135
1994334,4835313,3825
523408,2564679,2095
804666,17314257,2315
1486394,23705081,5271
2348135,1630647,3150
1400513,22532355,2229
1746463,25032053,2145
1708811,24727817,3128
1886966,21598027,2762
1059999,4981751,3136
2301253,20065763,2088
1869080,1130373,3356
1272949,2154237,2136
1300916,1929211,2137
815550,19279681,2150
1529766,14467303,3754
2220496,5013403,3757
1041312,21452871,2134
539512,5851629,3088
1711718,2859117,3156
1691905,25174857,3030
534558,25348263,4551
723087,7146179,3083
249120,19815779,2020
652623,9504595,3082
1412767,23242039,3220
101009,20730501,3217
646652,25147335,2113
2284237,13462471,2096
610130,23250229,3377
1448614,25233315,2203
1118849,22646153,2131
1483239,5916891,2289
2223887,25466487,4151
1969088,5014285,3136
596076,3899379,2259
966271,806945,3803
1078485,18690191,3029
1902216,9291973,4212
1184253,19464719,3844
2190287,22046947,3175
1986389,23151695,3150
415708,20997793,2526
920109,24924045,2295
2305365,10769837,2328
2296173,24900499,3833
2013757,20291321,2087
1907143,13399407,2530
1991406,21645471,3054
876798,18591805,3754
495011,22640149,3960
1068943,25386807,2205
188789,11855467,3228
1053805,20890519,3699
1857779,23344413,3551
999268,9891489,3155
1204828,4984741,3076
1734635,11004145,2038
1468479,23571593,3064
1736790,19685827,3196
894853,8327101,2074
1632905,24476959,2153
916491,12076109,2100
2305137,16309623,2230
362346,14590559,2327
1407568,7673151,2107
1727907,24678299,3338
1652765,10150327,3068
1538439,15186091,2103
752628,25155343,2913
2062053,798261,2320
260721,23392923,2122
1154238,20308549,2010
1535419,19733591,2137
699956,23394117,2144
2063926,11358115,3280
1305164,3876465,3138
1610033,19953285,3730
370584,25403999,3380
1546617,25515809,2040
744154,13006267,3350
343581,18159383,3115
1874294,25185621,3056
1643572,19438891,3480
613331,8000035,2323
1456657,6869123,2089
1398501,25587153,2195
381044,17787717,3756
1448458,949103,2113
1071453,18775845,3052
2027852,20355421,3981
801277,24453587,2519
1781748,24623337,3753
415644,18297633,3629
742793,18658261,3550
243749,21660115,2760
1063555,13913181,3934
379853,9734525,2750
1043467,3007761,3169
725581,20763085,3995
1518362,20548019,3076
2132723,24767975,3977
668343,19998429,2315
361560,5845227,2500
1701780,6878291,2324
2257527,20937279,2914
1259653,1703107,2119
577031,2569615,2153
412447,8907901,3168
644536,428925,3037
706179,16592661,2031
699655,23636199,2099
14805,2873611,3047
60211,8467335,2097
1983323,23808241,2000
854787,18426067,3051
2188982,19428449,2350
818152,10773755,2027
455563,22248171,2780
1420281,19620263,3806
1421168,22678027,3806
89205,20240529,2217
2257282,22680325,3691
918244,24794271,3070
1615589,23366081,3029
2127599,8070807,2093
1187723,18102825,3754
1137628,24549095,3205
1718057,19947063,3825
497558,7077909,2323
1747751,22777115,5113
1491356,16451097,3156
297950,23513245,3141
2180264,532751,3170
1748426,4550085,3074
1538560,1928971,2548
343890,21133261,2565
725458,22142461,2317
67446,22655127,2580
2282998,2447085,2315
189858,17369971,2283
314993,22593059,4118
109662,3434409,2036
1266102,25042183,3134
2137827,576815,2260
461139,13630793,3121
82124,13394969,2041
1400146,21749275,3551
1854722,23262771,5041
1682906,10560865,3139
2193298,4741267,3803
1660696,16256879,2316
709628,7868809,3941
1924550,20974297,2228
1648640,22362757,5092
2098262,22693069,3212
1764722,23355887,5043
1829185,11534527,3214
268662,20361697,2619
689043,13444845,2250
1434745,25387375,3195
450840,15136623,2206
83955,17354035,2088
890608,7994681,2000
914452,666963,3135
2007816,16236573,4503
294053,23832335,4127
2216598,9651535,2206
714089,8381403,2251
527115,5065177,2320
582324,10984455,2023
1616143,24122119,2020
991546,25275323,2040
1285719,23057383,2000
2133619,4789793,3400
144397,3550931,2322
1907110,15254831,2042
450374,3076095,2258
836098,11770385,3796
118191,21655091,3775
190408,14740423,2298
212414,16156519,5107
1651128,24264715,3037
2295910,23720579,2000
281282,10520775,3149
1840666,17479115,2156
246801,15184185,3153
1523231,23374487,2617
1785967,16715933,4163
735438,24864865,4220
1325608,4783825,2145
261371,24347947,2127
2333327,14633349,3380
1876515,22980283,2229
1165231,15294711,2229
1245912,1973117,3064
877582,19005383,3148
1113968,15129827,2200
1180151,20387075,3133
2064857,415091,2074
784003,9534489,2259
15899,23688235,2486
59227,24263593,3000
1708139,24297099,3064
232313,19021989,2107
687020,7047123,3024
450954,10486709,2195
502467,6071675,3373
245667,2616791,2290
1697211,22159861,4551
2042777,8817769,3170
493940,21792443,3806
2217604,10257201,3815
1294916,15921359,2759
741540,7811325,2517
664092,23059813,2075
1578268,25580571,2290
1851916,13554291,5013
2056072,23401229,2088
641781,24042387,2070
357410,21187379,3030
943968,2427739,2093
450186,18219207,2448
1104966,23847017,2170
1974816,12697573,2289
100666,6473365,5065
1870205,19326185,2195
937414,23272107,3182
788073,24269459,3934
819096,21352961,2533
1334546,13173089,5024
2071429,18502109,2121
1383767,9416467,2261
204811,23414849,3690
2132721,25356889,2145
471197,10974393,2199
1155358,21188421,2463
1874727,24571331,3156
1757032,1681655,2089
256344,10797869,2211
1729957,17286415,4503
1453501,20322375,2603
1637189,25399235,3142
2024473,22330919,3024
695044,21555635,4573
970640,14847987,2234
1998757,19535997,5032
540279,8267015,2210
178214,17537929,3029
1280574,22779531,2500
2333200,24075259,2453
369745,25007461,2089
1795036,6545137,4109
238681,23489131,2529
1461806,5545963,2010
1315735,11420101,2027
2238755,15933407,2617
2260654,18638761,3644
922832,17797631,2072
32834,6938325,2099
2184740,23341253,2540
383877,21070149,2769
38936,24390707,2073
1803092,17672817,3224
1548771,4623829,3201
8190,22370591,2050
1059370,13446351,2761
1665314,23971083,3082
2152266,19688019,5125
1830094,10651877,4216
2046737,1157443,2141
1900650,901223,2037
1661729,24387365,3147
1716347,15459225,3941
2342758,96841,2120
1259246,8494273,2208
1064206,23517099,2147
1934200,20353423,2380
155945,2125781,2330
70344,6830379,2026
1929236,23110103,2155
1921537,295103,2250
2314132,23894979,2217
1107887,21399021,3028
838231,19130243,2217
75127,23123775,3204
1742152,6934053,3075
54560,6276227,2029
1282539,22267211,3844
1852077,21579919,5007
916794,22459647,2170
330413,24007429,2320
3182,25605511,2145
178665,20020741,3806
1802269,24650717,2870
1800649,24636617,2560
330557,25286451,3000
901393,24169513,2322
2324973,22143321,2088
1523003,24893429,2566
867507,19724187,2770
1147899,16435229,2200
290714,21759247,2321
1682495,22059419,2140
787748,4891829,3558
1389693,19457261,2135
155041,20071361,2760
2124815,2252709,2289
287438,12037411,3076
690891,9996957,2251
2170119,8484553,2323
688528,5895569,2077
2163776,4841279,4305
393780,19020395,3030
1375857,25080947,5462
1619181,23515019,4305
1237284,13022265,2135
1995550,7542795,3912
1832069,9056285,3094
1528267,15661293,2097
819084,17870807,3012
1905704,17966591,2229
1536281,20369901,2795
1496383,4943829,2222
2088358,8141685,2093
2226121,1610511,2045
735377,24253177,3806
1132214,22565883,2517
2260556,24040343,2127
792518,24342427,5068
482391,5472833,2283
2260363,24687593,3690
2067955,6733657,3175
314686,23130907,2480
352212,23735919,5558
1653679,24769877,4051
652708,20096539,3337
1799749,23250319,3223
1796566,13313517,2261
502481,6503487,2299
383145,4098755,2230
1950415,22266091,3029
678838,24721055,3825
275667,23884543,3132
1760212,8952427,3141
2146534,11873681,2085
1951114,11185981,2229
1003500,17091001,3754
1717348,16949771,3844
401076,874429,2064
2257273,24764975,2204
295575,25378741,3030
984232,12446309,2322
1524817,23134111,2000
1715315,9617483,3136
888258,5061955,2036
9260,16264159,3193
1042035,10164205,2281
976129,24288529,2170
2059606,24196917,2540
2199964,3750543,3869
903462,23373421,2221
14315,20130627,5116
143437,9522911,5072
2042432,8143571,2070
1618040,24621925,2170
1806502,18187215,3021
1380281,23090119,2220
1166314,4294281,2206
1930452,24231927,2151
591281,23271259,2165
337040,3293065,3088
1267280,23742435,3280
566196,14684207,2217
631185,22312421,2200
1769670,17304319,2290
1390086,16512709,3809
856212,17752529,3305
1205061,6624385,3178
1082879,23033647,2008
1170695,19600311,3167
376282,17570271,3465
1922256,21043445,3550
562541,21882807,3037
1341864,24019205,3978
2104694,17772397,2207
367164,24122203,2163
1654655,25571397,3124
908828,24587537,3904
106213,13421149,2209
1188209,24870919,5083
924994,21476263,4505
31256,218413,2210
408883,13140391,5085
1935620,16926259,2073
444767,24989223,2089
145108,5594115,3551
805148,7550707,2290
1506136,23212787,2540
2284379,10123731,3042
1482577,14888385,2117
1907967,24716895,2000
1099926,13629991,2090
1609927,18711835,2261
559568,5997177,2067
1822691,3678219,2480
499474,24352787,3067
1413677,24015685,4112
220707,23495171,3127
336867,14148181,2121
531208,20809101,3690
357962,3234367,2286
934962,19444059,2018
315369,24253945,3168
15970,3779769,3226
2345201,21541007,2020
2026228,6849871,3192
1774092,21871263,2456
2142116,12188979,2565
1084847,23645577,3750
416041,1400445,3243
2034707,3765263,3082
1858636,14122247,2075
599647,1358755,2200
290871,18752535,2041
1458556,6423985,2256
1967691,25041519,2171
2218514,15276811,2200
1303853,25171717,4217
1482385,17528059,2009
970778,4601611,2009
1949784,10003215,2135
471389,8332701,2144
2292627,15589669,3073
2033463,9478763,3072
896952,18943553,3644
1310750,18076411,3677
1164853,9027417,2021
426471,23937901,2259
1702245,22361251,2030
855013,14666953,3106
1471153,24291083,2138
880937,24641189,3192
1287044,24114115,2127
982015,21414521,2579
1283640,781635,3108
196488,8084821,5173
2133951,5748299,2096
1796097,10436057,2250
1707657,25526331,4184
643060,23228805,2108
723456,22254855,2037
536480,23759145,2168
405102,9051789,2713
1309167,3482149,3084
338725,13528613,3806
1921333,7159475,5045
474532,21367875,2370
414187,21263621,4506
2006577,4934507,3350
213333,2784569,3029
1660992,16158011,3977
631725,18157019,3059
2336258,11604041,3065
1502524,16710935,2072
862554,25337353,2047
2033632,20830339,3777
1406319,17392539,2007
332379,24954553,2200
1471987,15427231,2103
1509636,18194665,3754
1040550,21847027,2208
884270,22759249,3337
1993398,10388387,2775
1678913,11693015,2086
1339993,23467289,2147
2286205,5478821,2318
591677,25511637,3095
498075,24552505,2250
1383907,22602651,3023
1230733,25299637,3029
1816728,23217755,3215
699067,23531135,2829
1868579,20664593,2074
397778,12312019,3174
1884916,3100691,3976
392346,17226013,2767
668194,18427165,3024
568382,22413455,5110
1008462,8057795,2250
1737078,20850919,2134
1260129,14378911,2450
17491,20711987,2780
2200533,19963843,2229
777332,21086571,3660
1422742,6688851,3136
1888117,18677867,3131
1582756,6426839,2208
447631,24245299,3024
980748,6497607,3977
2266741,9544541,2323
151701,25368495,3350
1826453,16675053,3136
1973211,20694579,2259
1513660,20351789,2390
2081999,3716563,2290
1546983,5277097,3217
1240873,13129485,2283
560176,14792637,3350
2153626,18597183,2259
1609199,18775907,3174
149411,23825199,3054
1954094,16867359,3194
765634,10795841,2080
2012958,11446991,3976
1729258,23954199,2137
246535,15362159,2011
1738009,9876045,3825
1214056,24653617,5023
291558,7056833,2214
853095,20839903,2036
1783088,24332563,3795
1346441,10613879,2291
1972704,8907833,3148
896097,11290097,2046
75580,22913735,2500
1141096,24157921,2765
1513182,16980661,2031
99931,22503033,3978
2111916,24867785,2113
2044015,10692095,2233
1203818,9009601,2234
1803626,2212397,2326
1618634,22981473,2205
2340781,21570449,3073
1536670,12310535,3806
1031909,24471565,2065
1882541,7164887,5074
1245057,8550603,2018
2143069,17388983,2295
1183297,22283805,2114
2284860,20328203,3737
1806719,20216393,2118
2113152,23977255,3029
1618067,24712129,3073
747170,2871067,2040
552073,23165489,2150
172571,6273729,3088
946849,22248367,3136
1711955,15076455,3073
1912047,23572511,2135
754435,23680025,3053
723641,6067397,2211
2314679,25492451,3038
841910,2290249,2580
1337032,22673015,2470
215298,17845901,2334
1888101,21897315,2017
2033415,9435873,3802
755630,25431211,2068
1490322,25192699,2582
1037633,6342509,2228
1540094,249279,2137
1503635,24908025,3056
1924843,12835427,2303
1711341,7736259,2093
1802672,24315853,2134
33543,8826533,2050
682533,25561877,3101
1959009,21043681,2107
1242,23747841,3170
1192744,18509425,2641
1693040,2952413,5037
2326644,13700723,5211
1543594,25280909,2321
626018,24271029,3023
1856830,22601029,2810
1189169,3520053,2195
2000423,24589669,3122
475938,18840299,3101
625095,7385011,2195
1871471,23251995,3280
2197955,21351169,4078
2040877,24076031,3101
1248313,24121829,4217
2185022,25402233,2021
2271107,7748499,2023
610859,12414089,2208
2023017,25219283,3199
931231,21959197,2025
581611,2106435,3152
157828,21991131,2250
1951700,20471243,3030
2122185,23041501,2914
929036,17147611,2250
167544,25039985,3151
1976030,18055609,2019
2340641,8126573,2285
1094682,7185173,3064
2230535,14243149,3939
99204,10353837,3129
1483691,11717247,3977
1308584,9986881,3922
24945,18074973,2015
171601,20106355,4012
1614442,23265637,2025
2153210,20115239,3909
480115,25071973,3175
2240184,6235889,3088
220796,24078615,2232
1639652,3790017,3136
313455,23987099,2325
1375286,25086359,2913
1400674,9396603,2000
272037,10280527,2024
1098009,4148415,2048
871752,22679719,3104
490804,21762391,2300
2252489,9630697,2008
2262461,21550137,4551
1472927,12533113,3018
1377102,24266513,2142
1739352,14036103,2290
1892661,25159753,2220
